metric_timestamp,Halle,metric_name,_value
1625493307.546647,Aussenbereich,Aussenbereich.Luftdruck,1011.64,
1625493307.546647,Aussenbereich,Aussenbereich.Wasserdruck,29.513,
1625493307.9365194,Bieberbau,Bieberbau.alpha.Temperatur,41.3,
1625493307.9365194,Bieberbau,Bieberbau.alpha.Strom,10.142,
1625493307.9365194,Spechtnest,Spechtnest.beta.Temperatur,42.41,
1625493307.9365194,Spechtnest,Spechtnest.beta.Strom,8.791,
1625493307.9365194,Spechtnest,Spechtnest.gamma.Temperatur,40.19,
1625493307.9365194,Spechtnest,Spechtnest.gamma.Strom,8.86,
1625493307.9365194,Aussenbereich,Aussenbereich.Aussentemperatur,17.3,
1625493307.9365194,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,49.6,
1625493307.9365194,Aussenbereich,Aussenbereich.Luftdruck,1012.44,
1625493307.9365194,Aussenbereich,Aussenbereich.Wasserdruck,14.762,
1625493308.5616345,Bieberbau,Bieberbau.alpha.Temperatur,40.55,
1625493308.5616345,Bieberbau,Bieberbau.alpha.Strom,10.761,
1625493308.5616345,Spechtnest,Spechtnest.beta.Temperatur,40.52,
1625493308.5616345,Spechtnest,Spechtnest.beta.Strom,10.842,
1625493308.5616345,Spechtnest,Spechtnest.gamma.Temperatur,40.5,
1625493308.5616345,Spechtnest,Spechtnest.gamma.Strom,10.315,
1625493308.5616345,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625493308.5616345,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.8,
1625493308.5616345,Aussenbereich,Aussenbereich.Luftdruck,1012.22,
1625493308.5616345,Aussenbereich,Aussenbereich.Wasserdruck,30.079,
1625493308.939977,Bieberbau,Bieberbau.alpha.Temperatur,39.77,
1625493308.939977,Bieberbau,Bieberbau.alpha.Strom,7.994,
1625493308.939977,Spechtnest,Spechtnest.beta.Temperatur,39.14,
1625493308.939977,Spechtnest,Spechtnest.beta.Strom,9.316,
1625493308.939977,Spechtnest,Spechtnest.gamma.Temperatur,40.34,
1625493308.939977,Spechtnest,Spechtnest.gamma.Strom,7.746,
1625493308.939977,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625493308.939977,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.4,
1625493308.939977,Aussenbereich,Aussenbereich.Luftdruck,1011.95,
1625493308.939977,Aussenbereich,Aussenbereich.Wasserdruck,29.06,
1625493309.5663002,Bieberbau,Bieberbau.alpha.Temperatur,40.06,
1625493309.5663002,Bieberbau,Bieberbau.alpha.Strom,11.077,
1625493309.5663002,Spechtnest,Spechtnest.beta.Temperatur,39.68,
1625493309.5663002,Spechtnest,Spechtnest.beta.Strom,9.4,
1625493309.5663002,Spechtnest,Spechtnest.gamma.Temperatur,40.84,
1625493309.5663002,Spechtnest,Spechtnest.gamma.Strom,11.022,
1625493309.5663002,Aussenbereich,Aussenbereich.Aussentemperatur,18.4,
1625493309.5663002,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.0,
1625493309.5663002,Aussenbereich,Aussenbereich.Luftdruck,1012.02,
1625493309.5663002,Aussenbereich,Aussenbereich.Wasserdruck,30.167,
1625493309.9430661,Bieberbau,Bieberbau.alpha.Temperatur,41.5,
1625493309.9430661,Bieberbau,Bieberbau.alpha.Strom,9.817,
1625493309.9430661,Spechtnest,Spechtnest.beta.Temperatur,38.65,
1625493309.9430661,Spechtnest,Spechtnest.beta.Strom,9.782,
1625493309.9430661,Spechtnest,Spechtnest.gamma.Temperatur,39.65,
1625493309.9430661,Spechtnest,Spechtnest.gamma.Strom,10.437,
1625493309.9430661,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625493309.9430661,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625493309.9430661,Aussenbereich,Aussenbereich.Luftdruck,1011.57,
1625493309.9430661,Aussenbereich,Aussenbereich.Wasserdruck,27.753,
1625493310.57196,Bieberbau,Bieberbau.alpha.Temperatur,39.42,
1625493310.57196,Bieberbau,Bieberbau.alpha.Strom,10.592,
1625493310.57196,Spechtnest,Spechtnest.beta.Temperatur,38.11,
1625493310.57196,Spechtnest,Spechtnest.beta.Strom,10.722,
1625493310.57196,Spechtnest,Spechtnest.gamma.Temperatur,40.24,
1625493310.57196,Spechtnest,Spechtnest.gamma.Strom,9.394,
1625493310.57196,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625493310.57196,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.0,
1625493310.57196,Aussenbereich,Aussenbereich.Luftdruck,1012.7,
1625493310.57196,Aussenbereich,Aussenbereich.Wasserdruck,29.731,
1625493310.960115,Bieberbau,Bieberbau.alpha.Temperatur,40.03,
1625493310.960115,Bieberbau,Bieberbau.alpha.Strom,8.908,
1625493310.960115,Spechtnest,Spechtnest.beta.Temperatur,38.9,
1625493310.960115,Spechtnest,Spechtnest.beta.Strom,9.944,
1625493310.960115,Spechtnest,Spechtnest.gamma.Temperatur,40.13,
1625493310.960115,Spechtnest,Spechtnest.gamma.Strom,10.267,
1625493310.960115,Aussenbereich,Aussenbereich.Aussentemperatur,18.1,
1625493310.960115,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,52.0,
1625493310.960115,Aussenbereich,Aussenbereich.Luftdruck,1011.91,
1625493310.960115,Aussenbereich,Aussenbereich.Wasserdruck,27.774,
1625493311.583193,Bieberbau,Bieberbau.alpha.Temperatur,37.92,
1625493311.583193,Bieberbau,Bieberbau.alpha.Strom,11.368,
1625493311.583193,Spechtnest,Spechtnest.beta.Temperatur,39.89,
1625493311.583193,Spechtnest,Spechtnest.beta.Strom,11.019,
1625493311.583193,Spechtnest,Spechtnest.gamma.Temperatur,39.2,
1625493311.583193,Spechtnest,Spechtnest.gamma.Strom,10.285,
1625493311.583193,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625493311.583193,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,52.8,
1625493311.583193,Aussenbereich,Aussenbereich.Luftdruck,1011.86,
1625493311.583193,Aussenbereich,Aussenbereich.Wasserdruck,31.983,
1625493311.9732459,Bieberbau,Bieberbau.alpha.Temperatur,38.84,
1625493311.9732459,Bieberbau,Bieberbau.alpha.Strom,11.031,
1625493311.9732459,Spechtnest,Spechtnest.beta.Temperatur,36.46,
1625493311.9732459,Spechtnest,Spechtnest.beta.Strom,9.986,
1625493311.9732459,Spechtnest,Spechtnest.gamma.Temperatur,40.39,
1625493311.9732459,Spechtnest,Spechtnest.gamma.Strom,8.904,
1625493311.9732459,Aussenbereich,Aussenbereich.Aussentemperatur,18.3,
1625493311.9732459,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.6,
1625493311.9732459,Aussenbereich,Aussenbereich.Luftdruck,1011.94,
1625493311.9732459,Aussenbereich,Aussenbereich.Wasserdruck,41.906,
1625493312.598475,Bieberbau,Bieberbau.alpha.Temperatur,38.43,
1625493312.598475,Bieberbau,Bieberbau.alpha.Strom,11.576,
1625493312.598475,Spechtnest,Spechtnest.beta.Temperatur,37.17,
1625493312.598475,Spechtnest,Spechtnest.beta.Strom,10.432,
1625493312.598475,Spechtnest,Spechtnest.gamma.Temperatur,37.64,
1625493312.598475,Spechtnest,Spechtnest.gamma.Strom,10.77,
1625493312.598475,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625493312.598475,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.3,
1625493312.598475,Aussenbereich,Aussenbereich.Luftdruck,1010.96,
1625493312.598475,Aussenbereich,Aussenbereich.Wasserdruck,29.413,
1625493312.985748,Bieberbau,Bieberbau.alpha.Temperatur,38.44,
1625493312.985748,Bieberbau,Bieberbau.alpha.Strom,9.892,
1625493312.985748,Spechtnest,Spechtnest.beta.Temperatur,38.19,
1625493312.985748,Spechtnest,Spechtnest.beta.Strom,9.667,
1625493312.985748,Spechtnest,Spechtnest.gamma.Temperatur,37.37,
1625493312.985748,Spechtnest,Spechtnest.gamma.Strom,9.109,
1625493312.985748,Aussenbereich,Aussenbereich.Aussentemperatur,18.4,
1625493312.985748,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.4,
1625493312.985748,Aussenbereich,Aussenbereich.Luftdruck,1011.88,
1625493312.985748,Aussenbereich,Aussenbereich.Wasserdruck,29.948,
1625493313.6033602,Bieberbau,Bieberbau.alpha.Temperatur,40.67,
1625493313.6033602,Bieberbau,Bieberbau.alpha.Strom,10.939,
1625493313.6033602,Spechtnest,Spechtnest.beta.Temperatur,38.77,
1625493313.6033602,Spechtnest,Spechtnest.beta.Strom,10.651,
1625493313.6033602,Spechtnest,Spechtnest.gamma.Temperatur,37.92,
1625493313.6033602,Spechtnest,Spechtnest.gamma.Strom,11.399,
1625493313.6033602,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625493313.6033602,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.7,
1625493313.6033602,Aussenbereich,Aussenbereich.Luftdruck,1013.44,
1625493313.6033602,Aussenbereich,Aussenbereich.Wasserdruck,30.896,
1625493313.9937165,Bieberbau,Bieberbau.alpha.Temperatur,39.08,
1625493313.9937165,Bieberbau,Bieberbau.alpha.Strom,9.805,
1625493313.9937165,Spechtnest,Spechtnest.beta.Temperatur,38.43,
1625493313.9937165,Spechtnest,Spechtnest.beta.Strom,9.03,
1625493313.9937165,Spechtnest,Spechtnest.gamma.Temperatur,38.29,
1625493313.9937165,Spechtnest,Spechtnest.gamma.Strom,10.454,
1625493313.9937165,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625493313.9937165,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.9,
1625493313.9937165,Aussenbereich,Aussenbereich.Luftdruck,1012.55,
1625493313.9937165,Aussenbereich,Aussenbereich.Wasserdruck,30.243,
1625493314.6162825,Bieberbau,Bieberbau.alpha.Temperatur,37.19,
1625493314.6162825,Bieberbau,Bieberbau.alpha.Strom,11.095,
1625493314.6162825,Spechtnest,Spechtnest.beta.Temperatur,38.21,
1625493314.6162825,Spechtnest,Spechtnest.beta.Strom,9.164,
1625493314.6162825,Spechtnest,Spechtnest.gamma.Temperatur,36.9,
1625493314.6162825,Spechtnest,Spechtnest.gamma.Strom,9.729,
1625493314.6162825,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625493314.6162825,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625493314.6162825,Aussenbereich,Aussenbereich.Luftdruck,1011.63,
1625493314.6162825,Aussenbereich,Aussenbereich.Wasserdruck,30.045,
1625493315.004687,Bieberbau,Bieberbau.alpha.Temperatur,37.28,
1625493315.004687,Bieberbau,Bieberbau.alpha.Strom,7.711,
1625493315.004687,Spechtnest,Spechtnest.beta.Temperatur,38.64,
1625493315.004687,Spechtnest,Spechtnest.beta.Strom,9.413,
1625493315.004687,Spechtnest,Spechtnest.gamma.Temperatur,38.9,
1625493315.004687,Spechtnest,Spechtnest.gamma.Strom,10.43,
1625493315.004687,Aussenbereich,Aussenbereich.Aussentemperatur,18.5,
1625493315.004687,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625493315.004687,Aussenbereich,Aussenbereich.Luftdruck,1011.66,
1625493315.004687,Aussenbereich,Aussenbereich.Wasserdruck,31.637,
1625493315.6232831,Bieberbau,Bieberbau.alpha.Temperatur,37.83,
1625493315.6232831,Bieberbau,Bieberbau.alpha.Strom,9.608,
1625493315.6232831,Spechtnest,Spechtnest.beta.Temperatur,39.99,
1625493315.6232831,Spechtnest,Spechtnest.beta.Strom,8.707,
1625493315.6232831,Spechtnest,Spechtnest.gamma.Temperatur,38.75,
1625493315.6232831,Spechtnest,Spechtnest.gamma.Strom,11.115,
1625493315.6232831,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625493315.6232831,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.1,
1625493315.6232831,Aussenbereich,Aussenbereich.Luftdruck,1012.34,
1625493315.6232831,Aussenbereich,Aussenbereich.Wasserdruck,29.929,
1625493316.0135121,Bieberbau,Bieberbau.alpha.Temperatur,37.6,
1625493316.0135121,Bieberbau,Bieberbau.alpha.Strom,9.354,
1625493316.0135121,Spechtnest,Spechtnest.beta.Temperatur,38.9,
1625493316.0135121,Spechtnest,Spechtnest.beta.Strom,10.139,
1625493316.0135121,Spechtnest,Spechtnest.gamma.Temperatur,39.69,
1625493316.0135121,Spechtnest,Spechtnest.gamma.Strom,8.353,
1625493316.0135121,Aussenbereich,Aussenbereich.Aussentemperatur,18.1,
1625493316.0135121,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.7,
1625493316.0135121,Aussenbereich,Aussenbereich.Luftdruck,1012.08,
1625493316.0135121,Aussenbereich,Aussenbereich.Wasserdruck,30.615,
1625493316.6723979,Bieberbau,Bieberbau.alpha.Temperatur,40.74,
1625493316.6723979,Bieberbau,Bieberbau.alpha.Strom,10.247,
1625493316.6723979,Spechtnest,Spechtnest.beta.Temperatur,38.66,
1625493316.6723979,Spechtnest,Spechtnest.beta.Strom,11.56,
1625493316.6723979,Spechtnest,Spechtnest.gamma.Temperatur,39.42,
1625493316.6723979,Spechtnest,Spechtnest.gamma.Strom,9.789,
1625493316.6723979,Aussenbereich,Aussenbereich.Aussentemperatur,17.4,
1625493316.6723979,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.5,
1625493316.6723979,Aussenbereich,Aussenbereich.Luftdruck,1012.75,
1625493316.6723979,Aussenbereich,Aussenbereich.Wasserdruck,29.155,
1625493317.0291364,Bieberbau,Bieberbau.alpha.Temperatur,38.83,
1625493317.0291364,Bieberbau,Bieberbau.alpha.Strom,10.602,
1625493317.0291364,Spechtnest,Spechtnest.beta.Temperatur,38.51,
1625493317.0291364,Spechtnest,Spechtnest.beta.Strom,8.081,
1625493317.0291364,Spechtnest,Spechtnest.gamma.Temperatur,39.0,
1625493317.0291364,Spechtnest,Spechtnest.gamma.Strom,11.304,
1625493317.0291364,Aussenbereich,Aussenbereich.Aussentemperatur,18.2,
1625493317.0291364,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.4,
1625493317.0291364,Aussenbereich,Aussenbereich.Luftdruck,1012.65,
1625493317.0291364,Aussenbereich,Aussenbereich.Wasserdruck,28.907,
1625493317.6851346,Bieberbau,Bieberbau.alpha.Temperatur,39.94,
1625493317.6851346,Bieberbau,Bieberbau.alpha.Strom,9.663,
1625493317.6851346,Spechtnest,Spechtnest.beta.Temperatur,41.2,
1625493317.6851346,Spechtnest,Spechtnest.beta.Strom,9.065,
1625493317.6851346,Spechtnest,Spechtnest.gamma.Temperatur,39.54,
1625493317.6851346,Spechtnest,Spechtnest.gamma.Strom,11.098,
1625493317.6851346,Aussenbereich,Aussenbereich.Aussentemperatur,17.4,
1625493317.6851346,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.2,
1625493317.6851346,Aussenbereich,Aussenbereich.Luftdruck,1012.54,
1625493317.6851346,Aussenbereich,Aussenbereich.Wasserdruck,29.871,
1625493318.0771382,Bieberbau,Bieberbau.alpha.Temperatur,42.48,
1625493318.0771382,Bieberbau,Bieberbau.alpha.Strom,10.323,
1625493318.0771382,Spechtnest,Spechtnest.beta.Temperatur,41.95,
1625493318.0771382,Spechtnest,Spechtnest.beta.Strom,8.04,
1625493318.0771382,Spechtnest,Spechtnest.gamma.Temperatur,40.31,
1625493318.0771382,Spechtnest,Spechtnest.gamma.Strom,10.136,
1625493318.0771382,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625493318.0771382,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625493318.0771382,Aussenbereich,Aussenbereich.Luftdruck,1010.75,
1625493318.0771382,Aussenbereich,Aussenbereich.Wasserdruck,29.938,
1625493318.7046745,Bieberbau,Bieberbau.alpha.Temperatur,41.83,
1625493318.7046745,Bieberbau,Bieberbau.alpha.Strom,10.197,
1625493318.7046745,Spechtnest,Spechtnest.beta.Temperatur,41.25,
1625493318.7046745,Spechtnest,Spechtnest.beta.Strom,8.465,
1625493318.7046745,Spechtnest,Spechtnest.gamma.Temperatur,41.56,
1625493318.7046745,Spechtnest,Spechtnest.gamma.Strom,10.661,
1625493318.7046745,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625493318.7046745,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.4,
1625493318.7046745,Aussenbereich,Aussenbereich.Luftdruck,1010.63,
1625493318.7046745,Aussenbereich,Aussenbereich.Wasserdruck,31.312,
1625493319.0972407,Bieberbau,Bieberbau.alpha.Temperatur,41.01,
1625493319.0972407,Bieberbau,Bieberbau.alpha.Strom,9.112,
1625493319.0972407,Spechtnest,Spechtnest.beta.Temperatur,41.38,
1625493319.0972407,Spechtnest,Spechtnest.beta.Strom,9.887,
1625493319.0972407,Spechtnest,Spechtnest.gamma.Temperatur,42.91,
1625493319.0972407,Spechtnest,Spechtnest.gamma.Strom,9.772,
1625493319.0972407,Aussenbereich,Aussenbereich.Aussentemperatur,18.2,
1625493319.0972407,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.0,
1625493319.0972407,Aussenbereich,Aussenbereich.Luftdruck,1012.23,
1625493319.0972407,Aussenbereich,Aussenbereich.Wasserdruck,30.086,
1625493319.7256658,Bieberbau,Bieberbau.alpha.Temperatur,42.08,
1625493319.7256658,Bieberbau,Bieberbau.alpha.Strom,8.931,
1625493319.7256658,Spechtnest,Spechtnest.beta.Temperatur,41.61,
1625493319.7256658,Spechtnest,Spechtnest.beta.Strom,11.052,
1625493319.7256658,Spechtnest,Spechtnest.gamma.Temperatur,41.97,
1625493319.7256658,Spechtnest,Spechtnest.gamma.Strom,8.993,
1625493319.7256658,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625493319.7256658,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.6,
1625493319.7256658,Aussenbereich,Aussenbereich.Luftdruck,1014.08,
1625493319.7256658,Aussenbereich,Aussenbereich.Wasserdruck,29.542,
1625493320.1188717,Bieberbau,Bieberbau.alpha.Temperatur,42.14,
1625493320.1188717,Bieberbau,Bieberbau.alpha.Strom,8.695,
1625493320.1188717,Spechtnest,Spechtnest.beta.Temperatur,43.79,
1625493320.1188717,Spechtnest,Spechtnest.beta.Strom,10.051,
1625493320.1188717,Spechtnest,Spechtnest.gamma.Temperatur,43.93,
1625493320.1188717,Spechtnest,Spechtnest.gamma.Strom,10.786,
1625493320.1188717,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625493320.1188717,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.7,
1625493320.1188717,Aussenbereich,Aussenbereich.Luftdruck,1012.2,
1625493320.1188717,Aussenbereich,Aussenbereich.Wasserdruck,28.241,
1625493320.7379317,Bieberbau,Bieberbau.alpha.Temperatur,41.56,
1625493320.7379317,Bieberbau,Bieberbau.alpha.Strom,10.127,
1625493320.7379317,Spechtnest,Spechtnest.beta.Temperatur,40.73,
1625493320.7379317,Spechtnest,Spechtnest.beta.Strom,8.591,
1625493320.7379317,Spechtnest,Spechtnest.gamma.Temperatur,44.36,
1625493320.7379317,Spechtnest,Spechtnest.gamma.Strom,8.447,
1625493320.7379317,Aussenbereich,Aussenbereich.Aussentemperatur,17.6,
1625493320.7379317,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.3,
1625493320.7379317,Aussenbereich,Aussenbereich.Luftdruck,1012.22,
1625493320.7379317,Aussenbereich,Aussenbereich.Wasserdruck,29.18,
1625493321.143191,Bieberbau,Bieberbau.alpha.Temperatur,40.45,
1625493321.143191,Bieberbau,Bieberbau.alpha.Strom,11.619,
1625493321.143191,Spechtnest,Spechtnest.beta.Temperatur,43.75,
1625493321.143191,Spechtnest,Spechtnest.beta.Strom,9.62,
1625493321.143191,Spechtnest,Spechtnest.gamma.Temperatur,42.0,
1625493321.143191,Spechtnest,Spechtnest.gamma.Strom,11.592,
1625493321.143191,Aussenbereich,Aussenbereich.Aussentemperatur,18.1,
1625493321.143191,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.0,
1625493321.143191,Aussenbereich,Aussenbereich.Luftdruck,1013.02,
1625493321.143191,Aussenbereich,Aussenbereich.Wasserdruck,29.867,
1625493321.7567227,Bieberbau,Bieberbau.alpha.Temperatur,40.86,
1625493321.7567227,Bieberbau,Bieberbau.alpha.Strom,7.248,
1625493321.7567227,Spechtnest,Spechtnest.beta.Temperatur,42.0,
1625493321.7567227,Spechtnest,Spechtnest.beta.Strom,8.697,
1625493321.7567227,Spechtnest,Spechtnest.gamma.Temperatur,41.96,
1625493321.7567227,Spechtnest,Spechtnest.gamma.Strom,9.794,
1625493321.7567227,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625493321.7567227,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.7,
1625493321.7567227,Aussenbereich,Aussenbereich.Luftdruck,1011.57,
1625493321.7567227,Aussenbereich,Aussenbereich.Wasserdruck,29.301,
1625493322.1639538,Bieberbau,Bieberbau.alpha.Temperatur,41.61,
1625493322.1639538,Bieberbau,Bieberbau.alpha.Strom,10.017,
1625493322.1639538,Spechtnest,Spechtnest.beta.Temperatur,41.87,
1625493322.1639538,Spechtnest,Spechtnest.beta.Strom,10.958,
1625493322.1639538,Spechtnest,Spechtnest.gamma.Temperatur,41.56,
1625493322.1639538,Spechtnest,Spechtnest.gamma.Strom,9.352,
1625493322.1639538,Aussenbereich,Aussenbereich.Aussentemperatur,18.2,
1625493322.1639538,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.8,
1625493322.1639538,Aussenbereich,Aussenbereich.Luftdruck,1013.69,
1625493322.1639538,Aussenbereich,Aussenbereich.Wasserdruck,30.115,
1625493322.771981,Bieberbau,Bieberbau.alpha.Temperatur,43.43,
1625493322.771981,Bieberbau,Bieberbau.alpha.Strom,9.372,
1625493322.771981,Spechtnest,Spechtnest.beta.Temperatur,42.85,
1625493322.771981,Spechtnest,Spechtnest.beta.Strom,6.535,
1625493322.771981,Spechtnest,Spechtnest.gamma.Temperatur,42.85,
1625493322.771981,Spechtnest,Spechtnest.gamma.Strom,8.044,
1625493322.771981,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625493322.771981,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.2,
1625493322.771981,Aussenbereich,Aussenbereich.Luftdruck,1012.57,
1625493322.771981,Aussenbereich,Aussenbereich.Wasserdruck,29.679,
1625493323.1758766,Bieberbau,Bieberbau.alpha.Temperatur,41.64,
1625493323.1758766,Bieberbau,Bieberbau.alpha.Strom,9.43,
1625493323.1758766,Spechtnest,Spechtnest.beta.Temperatur,40.42,
1625493323.1758766,Spechtnest,Spechtnest.beta.Strom,12.044,
1625493323.1758766,Spechtnest,Spechtnest.gamma.Temperatur,39.47,
1625493323.1758766,Spechtnest,Spechtnest.gamma.Strom,11.26,
1625493323.1758766,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625493323.1758766,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625493323.1758766,Aussenbereich,Aussenbereich.Luftdruck,1011.56,
1625493323.1758766,Aussenbereich,Aussenbereich.Wasserdruck,31.248,
1625493323.7851682,Bieberbau,Bieberbau.alpha.Temperatur,42.02,
1625493323.7851682,Bieberbau,Bieberbau.alpha.Strom,9.491,
1625493323.7851682,Spechtnest,Spechtnest.beta.Temperatur,41.44,
1625493323.7851682,Spechtnest,Spechtnest.beta.Strom,8.554,
1625493323.7851682,Spechtnest,Spechtnest.gamma.Temperatur,43.12,
1625493323.7851682,Spechtnest,Spechtnest.gamma.Strom,10.715,
1625493323.7851682,Aussenbereich,Aussenbereich.Aussentemperatur,17.4,
1625493323.7851682,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.7,
1625493323.7851682,Aussenbereich,Aussenbereich.Luftdruck,1012.52,
1625493323.7851682,Aussenbereich,Aussenbereich.Wasserdruck,30.575,
1625493324.192715,Bieberbau,Bieberbau.alpha.Temperatur,38.69,
1625493324.192715,Bieberbau,Bieberbau.alpha.Strom,11.177,
1625493324.192715,Spechtnest,Spechtnest.beta.Temperatur,40.05,
1625493324.192715,Spechtnest,Spechtnest.beta.Strom,10.302,
1625493324.192715,Spechtnest,Spechtnest.gamma.Temperatur,40.99,
1625493324.192715,Spechtnest,Spechtnest.gamma.Strom,10.784,
1625493324.192715,Aussenbereich,Aussenbereich.Aussentemperatur,18.3,
1625493324.192715,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625493324.192715,Aussenbereich,Aussenbereich.Luftdruck,1013.77,
1625493324.192715,Aussenbereich,Aussenbereich.Wasserdruck,29.111,
1625493324.8041756,Bieberbau,Bieberbau.alpha.Temperatur,39.95,
1625493324.8041756,Bieberbau,Bieberbau.alpha.Strom,9.211,
1625493324.8041756,Spechtnest,Spechtnest.beta.Temperatur,40.12,
1625493324.8041756,Spechtnest,Spechtnest.beta.Strom,8.241,
1625493324.8041756,Spechtnest,Spechtnest.gamma.Temperatur,41.94,
1625493324.8041756,Spechtnest,Spechtnest.gamma.Strom,8.123,
1625493324.8041756,Aussenbereich,Aussenbereich.Aussentemperatur,18.0,
1625493324.8041756,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.5,
1625493324.8041756,Aussenbereich,Aussenbereich.Luftdruck,1012.05,
1625493324.8041756,Aussenbereich,Aussenbereich.Wasserdruck,30.199,
1625493325.2112496,Bieberbau,Bieberbau.alpha.Temperatur,39.43,
1625493325.2112496,Bieberbau,Bieberbau.alpha.Strom,10.654,
1625493325.2112496,Spechtnest,Spechtnest.beta.Temperatur,39.23,
1625493325.2112496,Spechtnest,Spechtnest.beta.Strom,12.217,
1625493325.2112496,Spechtnest,Spechtnest.gamma.Temperatur,40.92,
1625493325.2112496,Spechtnest,Spechtnest.gamma.Strom,10.956,
1625493325.2112496,Aussenbereich,Aussenbereich.Aussentemperatur,18.3,
1625493325.2112496,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625493325.2112496,Aussenbereich,Aussenbereich.Luftdruck,1011.19,
1625493325.2112496,Aussenbereich,Aussenbereich.Wasserdruck,29.781,
1625493325.8096488,Bieberbau,Bieberbau.alpha.Temperatur,40.98,
1625493325.8096488,Bieberbau,Bieberbau.alpha.Strom,8.723,
1625493325.8096488,Spechtnest,Spechtnest.beta.Temperatur,40.33,
1625493325.8096488,Spechtnest,Spechtnest.beta.Strom,10.414,
1625493325.8096488,Spechtnest,Spechtnest.gamma.Temperatur,39.5,
1625493325.8096488,Spechtnest,Spechtnest.gamma.Strom,9.608,
1625493325.8096488,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625493325.8096488,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625493325.8096488,Aussenbereich,Aussenbereich.Luftdruck,1011.03,
1625493325.8096488,Aussenbereich,Aussenbereich.Wasserdruck,29.432,
1625493326.2189724,Bieberbau,Bieberbau.alpha.Temperatur,38.85,
1625493326.2189724,Bieberbau,Bieberbau.alpha.Strom,11.867,
1625493326.2189724,Spechtnest,Spechtnest.beta.Temperatur,40.1,
1625493326.2189724,Spechtnest,Spechtnest.beta.Strom,9.854,
1625493326.2189724,Spechtnest,Spechtnest.gamma.Temperatur,38.9,
1625493326.2189724,Spechtnest,Spechtnest.gamma.Strom,11.067,
1625493326.2189724,Aussenbereich,Aussenbereich.Aussentemperatur,18.9,
1625493326.2189724,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.6,
1625493326.2189724,Aussenbereich,Aussenbereich.Luftdruck,1011.8,
1625493326.2189724,Aussenbereich,Aussenbereich.Wasserdruck,29.102,
